Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH
I1,13-04-2003,Empoli,Chievo,2,1,H,1,1,D,2.375,3.1,2.625,2.4,3,2.8,2.3,2.9,2.8,2.375,3,2.75,2.38,3,2.75,2.4,3,2.75,2.4,2.87,2.8,1.9,1.8,D. Tombolini,8,13,4,7,12,22,7,2,2,3,0,0,6,3.2,1.66,5.7,3.15,1.65,5.5,3.2,1.65,4.7,3.2,1.7,5,3.1,1.67,5.5,3.3,1.67,4.5,3.1,1.72,5.25
I1,13-04-2003,Modena,Lazio,0,0,D,0,0,D,2.875,3,2.25,3,2.9,2.3,3,2.9,2.2,3,3,2.2,3.1,3,2.2,3.1,3,2.2,3.1,2.87,2.2,1.85,1.85,P. Tagliavento,23,18,11,8,27,30,6,4,3,2,0,1,1.72,3.1,5.5,1.72,3,5.5,1.7,3.1,5.25,1.75,3,4.5,1.73,2.88,5,1.7,3.2,5,1.7,3,5,1.57
I1,13-04-2003,Roma,Parma,2,1,H,1,1,D,1.909,3,3.75,1.92,3.15,3.75,2.1,2.8,3.3,1.833,3,4,2,3,3.5,2,3,3.5,1.9,3,3.75,1.75,1.95,N. Ayroldi,14,14,6,6,31,13,6,2,5,2,0,0,3.75,3,2.1,3.75,2.9,2.05,3.75,3,2,3.6,3,2,3.5,3.2,1.91,4,3.1,1.91,3.75,3,1.9,4
I1,13-04-2003,Torino,Piacenza,1,3,A,0,0,D,2.625,2.875,2.5,2.65,3,2.45,2.5,3,2.5,2.2,3.2,2.8,2.5,3,2.6,2.5,3,2.5,2.5,2.9,2.62,1.85,1.85,P. Bertini,6,10,2,3,16,16,4,6,1,3,0,0,4,3.2,1.9,4,3.1,1.9,3.8,3,2,3.7,2.9,2,3.75,3,1.91,3.75,3.1,1.95,3.6,3,1.95,3.5
I1,13-04-2003,Udinese,Brescia,0,0,D,0,0,D,1.909,3,3.75,1.95,2.9,3.9,2,2.8,3.6,1.909,2.75,4.333,1.91,3.1,3.75,1.909,3,3.75,1.9,2.87,4,1.95,1.75,S. Farina,10,13,5,6,34,25,7,2,2,3,0,1,7,3.4,1.57,7,3.25,1.55,7,3.25,1.55,5.2,3.4,1.6,7,3.2,1.5,7,3.65,1.5,5.5,3.5,1.53,7
I1,19-04-2003,Brescia,Inter,0,1,A,0,0,D,3,2.875,2.25,3.1,2.95,2.25,2.9,2.8,2.3,2.875,2.8,2.375,3,2.88,2.3,3,2.875,2.3,3.1,2.8,2.25,1.85,1.75,E. Morganti,10,2,5,0,20,18,11,6,0,3,0,0,1.22,5.5,13,1.18,5.5,15,1.2,5.5,13,1.22,4.8,11,1.17,5.5,12,1.22,5.5,12,1.2,5,11,1.14
I1,19-04-2003,Chievo,Reggina,2,1,H,1,1,D,1.667,3.1,5,1.68,3.25,5,1.7,3,4.6,1.667,3.25,4.5,1.67,3.2,5,1.667,3.2,5,1.61,3.3,5,1.8,1.8,C. Brighi,4,12,2,1,15,20,7,5,2,4,0,0,2.2,2.87,3.6,2.25,2.8,3.35,2.2,2.85,3.4,2.2,2.9,3.2,2,3,3.5,2.2,2.75,3.5,2.05,2.9,3.4,2
I1,19-04-2003,Juventus,Roma,2,1,H,2,1,H,1.727,3.1,4.5,1.78,3.1,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.73,3.2,4.5,1.727,3.2,4.5,1.72,3.1,4.5,1.8,1.8,P. Tagliavento,18,6,7,3,18,27,5,2,1,1,0,0,1.66,3.2,6,1.63,3.2,5.75,1.67,3.2,5.5,1.7,3.2,4.7,1.57,3.1,6,1.62,3.4,5.75,1.57,3.3,5.5,1.57
I1,19-04-2003,Lazio,Piacenza,2,1,H,0,1,A,1.286,4.5,8,1.31,4.4,8.6,1.3,4,8.5,1.3,4,9,1.3,4.33,8.5,1.3,4.333,8.5,1.28,4.5,8,1.65,1.95,A. De Marco,8,10,3,3,30,27,2,4,5,3,0,0,2.37,3,3.1,2.35,3,2.95,2.35,2.9,3,2.4,2.9,2.9,2.38,3,2.75,2.4,2.8,3.05,2.3,2.9,2.9,2.1
I1,19-04-2003,Milan,Empoli,0,1,A,0,1,A,1.25,4.5,10,1.28,4.6,9.2,1.3,4,8.5,1.25,4.5,10,1.25,4.6,10,1.25,4.6,10,1.25,4.5,10,1.6,2.05,D. Messina,10,6,6,3,15,19,6,5,1,3,0,0,1.33,4.5,9.5,1.33,4.25,9,1.33,4.25,9,1.3,4.4,8.5,1.25,4.5,10,1.3,4.5,9,1.25,4.5,10,1.25
I1,19-04-2003,Modena,Bologna,3,2,H,1,1,D,2.2,2.625,3.4,2.22,2.7,3.52,2.2,2.6,3.3,2.25,2.75,3.2,2.25,2.7,3.3,2.25,2.7,3.3,2.2,2.7,3.3,2.05,1.6,G. Rocchi,8,15,4,8,25,23,4,2,2,3,1,0,1.66,3.2,6,1.65,3.1,6,1.65,3.1,6,1.65,3.3,4.9,1.62,3,6,1.53,3.5,6,1.57,3.3,5.5,1.53
I1,19-04-2003,Parma,Torino,1,0,H,0,0,D,1.222,5,9,1.25,5,9.5,1.2,5,10,1.25,4.5,10,1.22,5,10,1.222,5,10,1.2,5,11,1.6,2.05,A. Romeo,13,6,5,3,18,26,10,1,3,2,0,0,2.6,2.87,2.87,2.45,3,2.8,2.5,2.8,2.9,2.5,2.8,2.9,2.5,2.8,2.75,2.4,3.05,2.8,2.5,2.9,2.62,2.38
I1,19-04-2003,Perugia,Atalanta,1,0,H,0,0,D,1.909,2.875,4,2.02,2.7,3.9,2,2.6,3.9,1.909,3,3.75,2,2.88,3.75,2,2.875,3.75,1.9,2.87,4,1.9,1.7,P. Rodomonti,13,10,5,3,12,12,6,2,2,4,1,0,1.83,3.1,4.75,1.88,2.9,4.5,1.85,3.05,4.33,1.9,2.9,4.1,1.8,3.2,4,1.85,3.2,4,1.9,2.87,4,1.83
I1,19-04-2003,Udinese,Como,3,2,H,1,0,H,1.333,4.333,7,1.35,4.2,8,1.35,4,7,1.364,3.75,8,1.36,4,7.5,1.364,4,7.5,1.33,4.2,7.5,1.7,1.9,G. Paparesta,11,14,7,6,30,24,4,7,4,0,0,0,3,2.87,2.5,3.05,2.9,2.35,3,2.9,2.35,3,2.8,2.4,2.8,2.88,2.38,3.1,2.9,2.4,2.8,2.9,2.37,2.88
I1,26-04-2003,Atalanta,Torino,2,2,D,0,1,A,,,,1.25,4.65,9.6,1.3,4,8.5,,,,1.29,4.5,8.5,1.3,4,9,1.3,4.33,8,,,N. Rizzoli,12,7,7,5,22,17,9,7,4,3,0,0,2.5,2.87,3,2.4,2.8,3.1,2.4,2.8,3,2.4,2.7,3.1,2.38,2.88,2.8,2.5,2.88,3,2.5,2.75,2.8,2.38
I1,26-04-2003,Roma,Milan,2,1,H,0,0,D,2.3,3,2.8,2.37,2.95,2.85,2.3,2.8,2.9,2.25,3,2.875,2.38,3,2.75,2.375,3,2.75,2.3,2.9,2.9,1.85,1.75,M. De Santis,15,11,7,4,14,25,8,2,1,3,0,0,2.1,2.8,4,2.2,2.7,3.65,2.2,2.8,3.4,2.1,2.8,3.5,2,2.8,3.75,2.2,2.8,3.5,2.05,2.7,3.75,2.1
I1,27-04-2003,Bologna,Chievo,1,1,D,1,0,H,2.2,2.8,3.2,2.22,2.75,3.4,2.2,2.6,3.3,2.2,3,3,2,3,3.5,2.1,2.8,3.4,2.2,2.8,3.2,1.85,1.75,S. Farina,5,9,2,3,19,25,6,7,4,2,1,0,2.4,2.87,3.2,2.3,2.9,3.15,2.4,2.8,3,2.3,2.8,3.1,2.25,2.88,3,2.4,2.88,3,2.3,2.9,2.9,2.25
I1,27-04-2003,Como,Modena,0,0,D,0,0,D,2.8,3,2.3,3,3.05,2.25,,,,2.75,3,2.375,3.1,3.1,2.1,2.8,3,2.25,2.8,3,2.3,1.75,1.85,P. Tagliavento,7,6,4,3,20,26,4,1,3,4,0,1,1.83,3,5,1.75,3.1,4.9,1.85,3,4.4,1.8,3.1,4.2,1.8,3.2,4,1.8,3.1,4.5,1.72,3.25,4.2,1.8
I1,27-04-2003,Empoli,Udinese,1,1,D,0,0,D,2.25,2.875,3,2.3,2.9,3.1,2.1,2.8,3.3,2.1,3,3.2,2.2,3,3.1,2.2,2.875,3.1,2.25,2.87,3,1.8,1.8,P. Dondarini,15,10,7,4,20,19,4,1,0,2,1,1,1.36,4.33,9,1.35,4.25,8.2,1.36,4,9,1.35,4,8,1.29,4.5,8,1.36,4.33,8.5,1.28,4.5,8,1.33
I1,27-04-2003,Inter,Lazio,1,1,D,1,0,H,1.909,3,3.75,1.95,3.1,3.75,2.1,2.7,3.5,1.833,3.2,3.75,1.91,3.2,3.6,2,3,3.5,1.9,2.87,4,1.7,1.9,P. Rodomonti,13,5,7,3,21,18,8,3,3,2,0,1,1.16,6.5,15,1.13,6.7,16,1.12,6.5,18,1.15,5.7,14,1.1,6.5,17,1.14,6.5,19,1.11,6.5,15,1.11
I1,27-04-2003,Juventus,Brescia,2,1,H,1,0,H,1.222,5,9,1.25,4.75,10,1.3,4,8.8,1.333,3.75,9,1.25,4.5,10,1.25,4.5,10,1.28,4.5,8,1.7,1.9,M. Trefoloni,10,6,2,3,12,24,7,3,2,5,0,0,2.6,2.87,2.87,2.55,2.85,2.8,2.6,2.8,2.8,2.7,2.8,2.7,2.75,2.75,2.5,2.7,2.88,2.75,2.6,2.8,2.6,2.75
I1,27-04-2003,Piacenza,Perugia,5,1,H,3,0,H,2.4,3,2.7,2.5,3,2.5,2.2,2.9,3,2.5,2.75,2.75,2.6,2.8,2.75,2.4,2.8,2.75,2.5,2.8,2.75,,,T. Pieri,12,9,3,4,16,26,8,3,3,3,0,1,4,2.8,2.1,3.7,3.05,2,3.4,3,2.1,3.6,3,2,3.4,3,2,3.6,3.1,2.1,3.6,3,1.95,3.6
I1,27-04-2003,Reggina,Parma,0,0,D,0,0,D,2.5,3.1,2.5,2.6,2.9,2.65,2.4,2.9,2.7,2.5,2.875,2.625,2.5,3,2.6,2.5,2.9,2.625,2.5,2.9,2.62,1.8,1.8,S. Racalbuto,12,14,5,6,12,16,5,8,1,3,0,1,2.6,2.87,2.87,2.45,2.8,3,2.4,2.85,3,2.5,2.9,2.8,2.38,2.88,2.8,2.5,2.88,2.88,2.4,2.8,2.87,2.2
I1,03-05-2003,Atalanta,Inter,1,1,D,0,1,A,2.7,3,2.375,2.55,3,2.45,2.5,3,2.5,2.625,2.875,2.5,2.63,3.1,2.4,2.625,3.1,2.4,2.75,3.1,2.3,1.8,1.85,P. Dondarini,17,4,8,0,8,13,6,3,1,0,0,0,1.2,5.5,17,1.17,5.75,15,1.17,5.5,16,1.2,5,12,1.14,5.5,15,1.17,6,17,1.14,5.5,15,1.11
I1,03-05-2003,Chievo,Piacenza,3,1,H,0,0,D,1.615,3.5,4.5,1.7,3.4,4.6,1.6,3.4,4.6,1.667,3.25,4.5,1.62,3.4,5,1.615,3.4,5,1.57,3.5,5,1.65,2,M. Trefoloni,4,11,2,4,26,18,10,5,2,0,0,0,4.1,3,2,4.35,3,1.87,4,3,1.95,3.7,2.9,2,4,3,1.83,4,3,2,4,2.87,1.9,4.33
I1,03-05-2003,Lazio,Juventus,0,0,D,0,0,D,2.2,3,3,2.05,3,3.4,1.9,2.9,3.7,2.1,2.8,3.4,2.1,2.9,3.4,2.1,2.9,3.4,2.1,2.87,3.3,1.85,1.8,P. Mazzoleni,8,11,4,5,21,26,6,5,2,2,0,0,2.3,2.87,3.4,2.3,2.75,3.35,2.3,2.8,3.25,2.2,2.8,3.3,2.1,2.8,3.5,2.3,2.9,3.1,2.2,2.87,3.1,2.1
I1,03-05-2003,Milan,Como,2,0,H,1,0,H,1.2,5,11,1.18,5.75,12,1.2,5,10,1.167,5.5,12,1.2,5,12,1.2,5,12,1.16,5.5,12,1.5,2.3,D. Messina,10,11,6,5,20,21,5,3,3,2,0,0,1.53,3.75,6.5,1.47,3.55,7.25,1.5,3.5,6.75,1.5,3.6,6,1.4,3.5,8,1.53,3.6,6.5,1.5,3.3,6.5,1.44
I1,03-05-2003,Modena,Empoli,1,1,D,1,0,H,2.5,1.727,6.5,2.75,1.65,6.5,,,,,,,,,,,,,2.4,1.72,6.5,,,L. Banti,11,6,5,3,18,17,2,7,2,2,0,0,3.1,3,2.4,3.15,3.05,2.2,3.1,2.9,2.3,2.9,2.9,2.4,3,2.88,2.25,3,2.88,2.38,3.1,2.8,2.25,3.5
I1,03-05-2003,Parma,Bologna,1,2,A,0,0,D,1.571,3.25,5.5,1.6,3.45,5.35,1.55,3.3,5.2,1.5,3.25,6.5,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.25,6,1.85,1.8,M. Saccani,10,5,4,3,20,15,10,1,1,4,0,0,1.72,3.2,5.5,1.7,3.1,5.35,1.7,3.1,5.25,1.75,3.2,4.3,1.67,3,5.5,1.7,3.1,5.25,1.66,3.1,5,1.7
I1,03-05-2003,Perugia,Brescia,0,0,D,0,0,D,2.375,2.1,4.333,2.55,1.88,5.3,,,,2.375,2.1,4.333,,,,,,,2.37,2,5,,,P. Bertini,20,9,9,5,11,11,13,8,1,4,0,0,2.2,2.9,3.6,2.2,2.8,3.5,2.2,2.8,3.5,2.2,2.8,3.3,2.2,2.75,3.25,2.25,2.8,3.3,2.15,2.8,3.3,2.15
I1,03-05-2003,Reggina,Roma,2,3,A,1,0,H,2.375,3,2.7,2.15,3.15,3.1,2,2.9,3.4,2.25,3,2.875,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3,2.87,1.85,1.8,T. Pieri,9,11,3,5,23,21,2,10,2,2,0,0,2.6,3,2.8,2.6,2.85,2.75,2.6,2.9,2.7,2.6,2.8,2.8,2.38,3,2.75,2.6,2.88,2.88,2.37,2.8,2.9,2.5
I1,03-05-2003,Torino,Udinese,0,1,A,0,0,D,3.75,3.25,1.8,4.2,3.15,1.82,,,,,,,,,,,,,3.75,3.3,1.8,,,G. Paparesta,12,6,5,3,27,23,4,3,5,2,0,0,2.5,3,2.9,2.7,2.8,2.7,2.6,2.85,2.75,2.6,2.8,2.8,2.5,3,2.6,2.6,2.88,2.7,2.6,2.8,2.6,2.6
I1,10-05-2003,Bologna,Lazio,0,2,A,0,1,A,2.8,3,2.3,3,2.9,2.33,,,,2.75,2.75,2.5,2.88,3,2.3,2.875,3,2.3,3.1,2.87,2.2,1.8,1.8,R. Rosetti,11,9,3,3,32,23,3,7,3,1,0,1,1.8,3.2,4.75,1.8,3,4.75,1.8,3.1,4.5,1.8,3,4.4,1.83,3,4,1.85,3.1,4.2,1.9,2.87,4,1.83
I1,10-05-2003,Brescia,Milan,1,0,H,0,0,D,3,2.7,2.4,3.05,2.75,2.4,2.9,2.5,2.6,2.875,2.625,2.5,3,2.8,2.38,3,2.8,2.375,3.25,2.62,2.3,1.8,1.8,N. Rizzoli,15,6,6,2,16,10,4,8,2,1,0,0,1.44,4,7.5,1.45,3.65,7.4,1.42,3.75,8,1.45,3.6,7,1.33,3.75,9,1.4,4,8.5,1.4,3.6,7.5,1.4
I1,10-05-2003,Como,Chievo,2,4,A,0,3,A,4,3.4,1.727,4.2,3.65,1.69,,,,5,3.5,1.571,4.33,3.5,1.67,4.333,3.5,1.667,5,3.5,1.57,1.7,1.9,A. Dattilo,8,7,5,4,24,20,7,6,4,2,0,0,1.66,3.2,6,1.65,3.2,5.5,1.6,3.25,6,1.5,3.5,6.3,1.53,3.25,6,1.53,3.4,6.5,1.57,3.3,5.5,1.53
I1,10-05-2003,Empoli,Atalanta,0,0,D,0,0,D,2.2,2.2,4.5,,,,2.2,2,4.2,2.25,2.2,4.5,,,,,,,2.25,2,4.75,,,P. Bertini,12,18,8,8,20,18,4,10,3,1,0,1,4,3,2,4,3,1.95,3.8,3,2,3.5,2.8,2.1,4,3.2,1.8,4,3,2,4,3,1.83,3.8
I1,10-05-2003,Inter,Parma,1,1,D,1,0,H,1.8,3,4.2,1.95,2.95,4,2.1,2.7,3.5,1.909,3,3.75,1.91,3,4,1.909,3,3.75,1.83,3,4,1.75,1.85,A. De Marco,10,6,4,2,22,18,8,7,4,3,0,0,2.75,2.87,2.75,2.75,2.8,2.65,2.65,2.9,2.65,2.6,2.8,2.8,2.75,2.8,2.5,2.62,2.88,2.7,2.75,2.8,2.5,2.62
I1,10-05-2003,Juventus,Perugia,2,2,D,1,1,D,1.2,5,11,1.28,4.5,10,1.3,4,8.5,1.333,3.75,9,1.22,4.75,11,1.222,4.75,11,1.22,5,9.5,1.75,1.85,M. De Santis,8,6,3,2,24,15,3,3,1,3,0,1,2.3,2.75,3.6,2.2,2.9,3.6,2.3,2.85,3.3,2.3,2.8,3.1,2.1,3,3.2,2.2,3,3.4,2.1,2.87,3.3,2.15
I1,10-05-2003,Piacenza,Reggina,2,2,D,0,0,D,2,3.2,3.2,1.97,3.3,3.4,2.1,3.1,3,1.833,3.4,3.5,2,3.25,3.25,2,3.25,3.25,2.1,3,3.2,1.7,1.9,N. Stefanini,10,4,6,3,23,23,7,2,3,4,0,0,1.66,3.2,6,1.67,3.05,5.85,1.7,3,5.5,1.75,3,4.7,1.67,2.88,5.5,1.7,3.1,5.25,1.66,3.1,5,1.62
I1,10-05-2003,Roma,Torino,3,1,H,1,0,H,1.2,5,11,1.23,5,11,1.25,4.5,9,1.25,4.5,10,1.22,5,10,1.222,5,10,1.2,5.5,9,1.65,1.95,S. Racalbuto,15,6,7,3,20,24,8,3,5,3,0,0,1.9,3,4.5,1.83,3.05,4.5,1.8,3,4.75,1.8,3.1,4.2,1.8,3.2,4,1.83,3.1,4.33,1.8,2.9,4.5,1.83
I1,10-05-2003,Udinese,Modena,2,1,H,1,1,D,1.727,2.75,5.5,1.8,2.85,5.2,1.7,2.8,5.2,1.8,2.5,6,1.73,2.75,5.5,1.75,2.75,5.5,1.72,2.75,5.5,1.85,1.75,S. Farina,6,6,3,5,14,22,2,3,3,2,0,0,1.9,3,4.5,1.9,3,4.2,1.9,3,4.25,1.9,2.8,4.3,1.91,3.2,3.5,1.91,3.1,4,1.9,3,3.75,1.83
I1,17-05-2003,Atalanta,Como,2,1,H,0,1,A,1.17,5.5,11,1.15,6,12,,,,1.25,4.5,10,,,,,,,1.16,5.5,12,,,G. Paparesta,6,16,5,9,27,13,1,6,4,2,0,0,2.3,2.87,3.4,2.3,2.85,3.2,2.35,2.8,3.2,2.4,2.6,3.3,2.2,2.8,3.2,2.3,2.8,3.2,2.25,2.75,3.2,2.25
I1,17-05-2003,Chievo,Roma,0,0,D,0,0,D,2,3.2,3.2,1.95,3.3,3.5,,,,1.73,3.2,4.33,1.91,3.25,3.5,1.91,3.2,3.5,2,3.2,3.2,1.6,2.05,P. Dondarini,5,7,3,3,26,25,2,4,2,1,0,0,5,3,1.83,5.3,2.95,1.75,4.75,3,1.8,4.8,2.8,1.8,5,3.1,1.67,5,3.1,1.8,5,3,1.7,4.75
I1,17-05-2003,Lazio,Brescia,3,1,H,2,1,H,1.2,5,11,1.22,5.5,10,,,,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.22,5,9.5,1.65,1.95,A. Giannoccaro,8,7,3,4,27,21,0,5,3,3,0,1,3.25,3,2.3,2.95,3.05,2.3,2.95,2.9,2.4,3.3,3,2,2.88,3,2.25,3,3,2.4,2.8,3,2.3,3.2
I1,17-05-2003,Milan,Bologna,3,1,H,1,0,H,1.4,3.75,7,1.45,3.5,7,,,,1.33,3.75,9,1.36,4,7,1.36,4,7,1.36,4,7,1.65,1.95,L. Palanca,13,7,8,4,14,20,6,5,2,3,0,2,2,2.87,4.33,1.95,2.9,4.15,2,2.85,4,1.9,2.8,4.3,1.91,2.75,4.33,2,2.88,4,1.9,2.87,4,1.8
I1,17-05-2003,Modena,Inter,0,2,A,0,2,A,4.2,2,2.6,4.4,1.95,2.7,,,,4.5,2,2.5,,,,,,,4.5,1.83,2.7,,,M. Saccani,16,7,9,3,16,21,6,2,1,3,0,1,1.44,3.75,8.5,1.45,3.55,7.9,1.45,3.75,7.5,1.45,3.6,7,1.44,3.6,6.5,1.5,3.6,6.5,1.4,3.5,8,1.4
I1,17-05-2003,Parma,Piacenza,3,2,H,0,2,A,1.17,5,12,1.23,5,9.5,,,,1.22,5,10,,,,,,,1.16,5.5,12,1.65,1.95,T. Pieri,21,8,10,6,18,8,14,6,2,1,0,0,1.5,3.6,7.5,1.5,3.5,6.85,1.5,3.5,7,1.6,3.5,5,1.5,3.4,6.5,1.53,3.5,7,1.44,3.5,7,1.44
I1,17-05-2003,Perugia,Udinese,0,2,A,0,0,D,3,2.8,2.3,3.2,2.75,2.3,,,,2.88,2.63,2.5,3,2.75,2.38,3,2.8,2.3,3.1,2.8,2.25,1.9,1.7,N. Rizzoli,16,11,10,5,15,22,8,3,2,4,0,0,2.4,3,3,2.25,3.1,3,2.35,3,2.9,2.5,2.8,2.9,2.38,3,2.75,2.38,3,2.88,2.4,2.9,2.75,2.38
I1,17-05-2003,Reggina,Juventus,2,1,H,1,1,D,1.73,3.4,4,1.66,3.45,4.25,,,,1.8,3.4,3.6,1.8,3.4,3.75,1.75,3.4,3.75,1.66,3.4,4.33,1.8,1.8,S. Farina,8,10,3,5,24,19,6,3,4,2,1,0,2,3,4,1.83,3,4.6,1.9,2.9,4.3,1.85,2.9,4.4,1.8,3,4.33,1.91,3,4.2,1.8,3,4.2,1.83
I1,17-05-2003,Torino,Empoli,1,1,D,0,0,D,,,,4.75,2.55,1.95,,,,,,,,,,,,,,,,,,M. Bergonzi,17,7,7,6,14,29,11,4,1,3,0,1,1.5,3.6,7.5,1.45,3.65,7.5,1.45,3.75,7.5,1.45,3.6,7,1.36,3.75,8,1.5,3.75,7,1.36,3.75,8,1.5
I1,24-05-2003,Bologna,Reggina,0,2,A,0,1,A,4,3.4,1.727,4.35,3.35,1.67,,,,4.333,3.4,1.667,,,,,,,4.5,3.5,1.61,,,N. Ayroldi,15,14,7,7,18,19,7,2,4,3,0,0,2,3,4,2.05,2.9,3.75,2.05,2.9,3.75,2,2.8,3.8,1.91,3,3.75,2.1,2.88,3.6,1.9,3,3.75,1.91
I1,24-05-2003,Brescia,Modena,2,2,D,0,2,A,,,,,,,,,,,,,,,,,,,4.2,1.5,4.5,,,M. Trefoloni,6,6,4,4,14,11,4,3,1,0,0,0,5.5,3.4,1.66,5.5,3.2,1.65,5.25,3.2,1.67,4.3,3.2,1.75,4.5,3.25,1.67,5.2,3.25,1.67,4.5,3.2,1.7,4.33
I1,24-05-2003,Como,Torino,1,0,H,0,0,D,,,,2.22,2.35,4.2,,,,2.2,2.375,4,,,,,,,2.2,2.62,3.5,,,M. De Santis,12,13,4,6,17,29,6,4,2,5,0,0,2.87,2.3,3,3.55,2.15,2.85,3.25,2.25,2.7,3.4,2.1,2.7,,,,,,,3,2.37,2.7,3.2
I1,24-05-2003,Empoli,Parma,0,2,A,0,1,A,6,3.75,1.444,,,,,,,8,3.75,1.364,,,,6.5,3.75,1.4,7,3.75,1.4,,,A. Dattilo,9,4,4,3,16,22,5,7,1,2,0,0,2.37,2.75,3.4,2.4,2.7,3.2,2.38,2.75,3.25,2.4,2.7,3.1,2.2,2.62,3.5,2.3,2.8,3.25,2.3,2.62,3.2,2.25
I1,24-05-2003,Inter,Perugia,2,2,D,1,0,H,1.333,3.75,9,1.32,3.65,12,,,,1.286,3.75,13,,,,1.333,3.75,8.5,1.25,4,13,,,D. Messina,14,6,6,2,23,27,6,3,4,5,0,0,1.9,3,4.5,1.9,2.9,4.4,1.9,2.9,4.5,1.85,3,4.2,1.8,2.88,4.5,1.91,3,4.2,1.9,2.87,4,1.8
I1,24-05-2003,Juventus,Chievo,4,3,H,1,0,H,3,3,2.2,3.15,3,2.15,,,,2.75,3,2.375,,,,,,,3.25,2.5,2.37,,,E. Morganti,16,8,6,3,18,24,0,4,1,2,0,0,2.4,2.87,3.2,2.55,2.75,2.9,2.5,2.85,2.95,2.5,2.7,3,2.25,2.88,3,2.5,2.8,2.9,2.4,2.75,2.9,2.5
I1,24-05-2003,Piacenza,Milan,4,2,H,3,1,H,2.75,2.75,2.5,2.85,2.75,2.5,,,,2.75,2.75,2.5,,,,2.75,2.8,2.4,3,2.87,2.25,,,M. Trefoloni,5,9,3,4,19,20,2,6,1,3,1,0,1.72,3.1,5.5,1.65,3.25,5.4,1.75,3.1,5,1.7,3.2,4.7,1.67,3.1,5,1.75,3.2,5,1.8,3.1,4,1.62
I1,24-05-2003,Roma,Atalanta,1,2,A,1,1,D,3.2,3,2.1,3.75,3.15,1.88,,,,3.4,3,2,,,,,,,3.2,3.2,2,,,R. Rosetti,11,4,3,1,21,31,6,3,2,6,0,0,1.9,3,4.5,1.95,3.05,3.9,1.95,3,4,1.9,3,4,1.8,3,4.33,1.91,3.1,4.2,1.83,3,4,1.8
I1,24-05-2003,Udinese,Lazio,2,1,H,0,0,D,1.615,3.6,4.333,1.53,3.8,5,,,,1.5,3.6,5.5,,,,1.5,3.75,5,1.57,3.75,4.5,,,P. Bertini,6,12,4,7,16,23,7,4,1,3,0,0,2.3,2.87,3.4,2.3,2.9,3.15,2.33,2.85,3.2,2.4,2.7,3.1,2.2,2.8,3.2,2.3,2.88,3.2,2.2,2.8,3.2,2.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Paparesta,11,6,6,3,16,18,10,2,2,1,0,0,1.61,3.4,6,1.55,3.55,5.85,1.62,3.4,5.5,1.6,3.4,5.2,1.62,3.1,5.5,1.65,3.4,5.5,1.6,3,6,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. De Santis,8,8,5,3,16,19,4,6,1,1,0,0,1.33,4.5,9.5,1.3,4.5,9.5,1.33,4.3,9,1.35,4,8,1.36,3.75,8,1.33,4.2,9,1.3,4.5,7.5,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Tagliavento,11,18,9,9,25,18,2,14,4,4,0,0,4.75,3.1,1.83,4.55,3.05,1.8,4.25,3,1.91,4,3,1.9,4,2.88,1.91,4.5,3,1.91,3.75,3,1.9,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Pantana,11,12,7,4,20,19,6,3,2,5,1,0,1.57,3.4,5.5,1.6,3.4,5.5,1.6,3.4,5.75,1.7,3.2,4.7,1.53,3.25,6,1.62,3.4,5.25,1.53,3.5,5.5,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Rodomonti,13,4,7,0,12,15,6,1,0,1,0,0,1.33,4.5,9.5,1.26,4.6,11.75,1.3,4.5,9,1.3,4.4,8.5,1.25,4.5,10,1.25,5,12,1.25,4.5,10,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Dondarini,12,8,6,5,17,18,6,3,2,1,0,0,6.5,3.6,1.53,5.9,3.8,1.5,6.5,3.5,1.53,5,3.5,1.6,6.5,3.6,1.44,6.5,3.8,1.5,6,3.75,1.44,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Racalbuto,5,15,1,6,26,17,3,14,3,4,0,0,7.5,4.33,1.4,8,4.3,1.35,8,4.25,1.36,8,4.2,1.33,9,3.75,1.33,9,4.33,1.36,8,4.33,1.3,9
