Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD
I1,14-02-2004,Lazio,Empoli,3,0,H,2,0,H,1.364,4,7.5,1.4,4,7.5,1.33,4,7.5,1.333,3.75,9,1.36,4,7.5,1.36,4,7.5,1.33,4,8,1.75,1.95,1.75,2.05,1.75,2.1,-1,1.9,1.95,-1.25,1.75,2.15,-1,E. Morganti,12,17,5,9,16,19,6,5,2,2,0,0,2.6,3.1,2.7,2.5,3,2.75,2.5,2.95,2.75,2.6,3
I1,14-02-2004,Perugia,Chievo,0,2,A,0,0,D,2.375,3,2.75,2.38,2.9,3,2.3,2.7,3,2.375,2.875,2.8,2.38,2.88,2.88,2.37,2.87,2.87,2.3,2.8,3,1.85,1.85,1.9,1.9,2,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,N. Ayroldi,4,6,1,2,15,12,6,3,1,1,0,0,2.6,3,2.8,2.5,2.95,2.8,2.65,2.75,2.8,2.6,2.8
I1,15-02-2004,Ancona,Roma,0,0,D,0,0,D,9,4.333,1.364,8,4.2,1.35,7,3.5,1.4,7,3.75,1.4,7.5,4,1.36,7.5,4,1.36,8,4,1.33,1.9,1.79,2,1.8,2.05,1.8,1.25,2.05,1.8,1.25,2.025,1.875,1.25,C. Brighi,12,9,7,4,19,20,7,3,2,5,0,1,2.1,3,3.75,2.2,2.85,3.45,2.2,2.85,3.4,2,2.9
I1,15-02-2004,Bologna,Modena,1,1,D,1,0,H,1.727,3,5,1.8,2.85,5.1,1.8,2.9,4.2,1.727,2.875,5,1.73,3,5,1.72,3,5,1.72,2.9,5,1.95,1.75,1.9,1.9,2.05,1.8,-0.75,2.05,1.8,-0.75,2.05,1.85,-0.75,M. Trefoloni,12,8,4,3,18,28,6,3,2,3,0,0,1.8,3.2,4.75,1.75,3.2,4.65,1.8,3,5,1.75,3.1
I1,15-02-2004,Brescia,Sampdoria,1,1,D,1,0,H,2.25,2.8,3.2,2.35,2.7,3.25,2.3,2.7,3,2.2,2.75,3.25,2.25,2.8,3.2,2.25,2.8,3.2,2.3,2.75,3.1,2,1.71,1.9,1.9,2.05,1.8,-0.25,2,1.85,-0.25,2.075,1.825,-0.25,A. Dattilo,11,7,5,4,14,23,5,2,2,4,0,0,1.2,5.5,17,1.15,6,14.9,1.16,6,15,1.2,5
I1,15-02-2004,Inter,Udinese,1,2,A,0,0,D,1.444,3.75,6.5,1.45,3.75,7.25,1.45,3.5,6,1.444,3.6,6.5,1.44,3.6,7,1.44,3.6,7,1.44,3.5,7,1.79,1.9,1.85,1.95,1.95,1.9,-1,1.95,1.9,-1,1.975,1.925,-1,D. Tombolini,22,3,13,0,16,23,7,2,0,2,0,0,1.16,6,19,1.13,6.5,17,1.14,6.5,16,1.15,5.7
I1,15-02-2004,Juventus,Reggina,1,0,H,0,0,D,1.25,5.5,10,1.25,4.9,10,1.22,4.8,9.5,1.2,5,11,1.22,5,10,1.22,5,10,1.2,5,11,1.65,2.05,1.7,2.1,1.85,2,-1.5,1.85,2,-1.5,1.875,2.025,-1.5,G. Paparesta,7,11,4,9,23,20,7,5,2,1,0,0,1.72,3.3,5,1.72,3.15,5,1.77,3,5,1.7,3.1
I1,15-02-2004,Lecce,Milan,1,1,D,1,0,H,5.5,3.2,1.615,5.35,3.3,1.65,5.6,3.4,1.5,5,3.25,1.615,5,3.4,1.62,5,3.4,1.61,5.5,3.3,1.57,1.9,1.79,1.95,1.85,1.9,1.95,0.75,1.9,1.95,0.75,2,1.9,0.75,P. Dondarini,6,10,3,3,27,17,10,5,2,3,0,0,2.4,3,3,2.4,3,2.85,2.45,2.95,2.9,2.5,2.8
I1,15-02-2004,Siena,Parma,1,2,A,1,0,H,2.3,3,2.875,2.4,3,2.8,2.4,2.9,2.7,2.25,3,2.875,2.38,2.88,2.88,2.37,2.87,2.87,2.37,2.9,2.8,1.9,1.79,2,1.8,2.05,1.8,-0.25,2,1.85,-0.25,2.05,1.85,-0.25,R. Rosetti,12,9,6,3,17,14,5,10,1,2,0,0,4,3,2,4,3.1,1.9,4,2.9,2,3.4,2.9
I1,21-02-2004,Milan,Inter,3,2,H,0,2,A,2.25,3,3.3,2.25,3,3.1,2.1,2.8,3.3,2.2,2.8,3.2,2.2,2.88,3.2,2.25,2.87,3.1,2.25,2.87,3,1.9,1.79,2,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,O. Pantana,6,13,4,7,16,15,2,3,3,2,0,0,1.61,3.4,6,1.6,3.45,5.5,1.6,3.4,5.75,1.5,3.6
I1,21-02-2004,Sampdoria,Parma,1,2,A,0,0,D,2.2,3,3.4,2,3.1,3.55,2.2,2.7,3.2,2,3.2,3.2,2.1,3,3.25,2.1,2.87,3.4,2.1,2.87,3.3,1.85,1.85,1.95,1.85,1.8,2.05,-0.25,1.75,2.1,-0.25,1.85,2.05,-0.25,A. Romeo,13,11,5,4,20,22,9,4,1,3,0,0,2.1,2.8,3.5,2.05,2.9,3.75,2.05,2.9,3.75,2,3.1
I1,22-02-2004,Bologna,Juventus,0,1,A,0,0,D,4.333,3.1,1.909,3.9,3.1,1.9,3.8,3,1.85,4,2.875,1.909,3.8,3,1.91,4,3.1,1.85,4,3,1.83,1.9,1.79,1.9,1.9,1.73,1.9,0.5,1.95,1.9,0.5,1.925,1.975,0.5,L. Palanca,3,10,1,4,22,23,2,10,4,2,0,0,5,3.2,1.66,5.85,3.3,1.6,6,3.1,1.63,4.9,3.3
I1,22-02-2004,Brescia,Lecce,1,2,A,0,1,A,1.833,3,4.2,1.9,3,4.1,1.85,2.9,4,1.833,3,4,1.91,2.88,4,1.9,2.9,4,1.9,2.87,4,1.85,1.85,1.9,1.9,1.9,1.73,-0.5,2.05,1.8,-0.5,2.075,1.825,-0.5,S. Farina,17,6,10,3,23,23,3,5,1,2,0,0,2.4,2.9,2.8,2.65,2.85,2.7,2.5,3,2.7,2.5,3.1
I1,22-02-2004,Chievo,Lazio,0,0,D,0,0,D,3.25,3,2.1,3.2,3.1,2.15,2.8,2.9,2.3,3,3,2.2,3,3,2.25,3.1,3,2.2,3,2.87,2.25,1.79,1.9,2,1.8,1.8,2.05,0.25,1.9,1.95,0.25,1.875,2.025,0.25,P. Rodomonti,16,5,8,2,18,28,6,3,4,2,1,0,2.6,2.87,2.6,2.65,2.95,2.6,2.75,3,2.45,2.6,3.1
I1,22-02-2004,Modena,Empoli,1,1,D,1,0,H,1.833,3,4.2,1.9,3,4.1,1.8,2.9,4.2,1.909,2.875,4,1.8,3,4.33,1.85,3.1,4,1.8,3,4.2,2,1.71,2.05,1.75,1.9,1.73,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,T. Pieri,17,6,9,5,23,23,2,4,2,4,0,0,2.5,2.87,2.75,2.5,2.85,2.9,2.5,2.85,2.85,2.6,2.8
I1,22-02-2004,Reggina,Perugia,1,2,A,0,1,A,1.8,3,4.333,1.75,3.2,4.6,1.8,3,4,1.727,3.2,4.333,1.8,3,4.33,1.85,3,4.2,1.83,2.87,4.33,2,1.71,2.05,1.75,1.75,1.89,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5,G. Rocchi,11,5,5,2,17,14,9,4,1,2,0,0,1.16,5.5,13,1.18,5.75,13,1.15,6,15,1.17,5.4
I1,22-02-2004,Roma,Siena,6,0,H,3,0,H,1.222,5,10,1.25,4.7,11,1.22,4.8,9.5,1.2,5,11,1.22,5,10,1.25,4.75,10,1.16,5.5,12,1.71,2,1.8,2,1.85,2,-1.5,1.9,1.95,-1.5,1.9,2,-1.5,L. Banti,15,10,9,7,18,19,6,2,4,3,0,0,1.72,3.2,4.5,1.7,3.2,5.1,1.72,3.2,4.75,1.75,3.2
I1,22-02-2004,Udinese,Ancona,3,0,H,0,0,D,1.364,4,7.5,1.4,4.1,7,1.3,4,8.5,1.364,3.75,8,1.33,4,8.5,1.33,4,8.5,1.28,4.5,8,1.9,1.79,1.95,1.85,1.8,2.05,-1.25,1.85,2,-1.25,1.9,2,-1.25,P. Tagliavento,13,10,7,4,29,13,8,4,2,4,0,0,1.44,3.6,7,1.5,3.5,6.9,1.5,3.5,6.5,1.5,3.6
I1,28-02-2004,Empoli,Udinese,2,0,H,2,0,H,2.75,3,2.375,2.7,3,2.5,2.8,2.9,2.3,2.8,2.875,2.4,2.75,3,2.4,2.75,3,2.4,2.75,2.9,2.4,1.9,1.79,2,1.8,2,1.85,0,2.05,1.8,0,2.1,1.8,0,D. Messina,10,6,8,3,28,24,4,5,2,3,0,0,2.37,2.87,2.87,2.5,2.85,2.9,2.45,2.9,2.85,2.4,2.9
I1,28-02-2004,Siena,Reggina,0,0,D,0,0,D,2,3,3.5,2,3,3.7,2,2.7,3.6,1.909,3,3.75,2,3,3.5,2,3,3.5,2,2.87,3.6,1.9,1.79,2,1.8,1.9,1.95,-0.25,1.85,2,-0.25,1.85,2.05,-0.25,M. Gabriele,11,11,5,6,19,22,2,4,2,3,0,0,7,3.2,1.4,7.5,3.7,1.44,7.5,3.85,1.4,7,3.6
I1,29-02-2004,Inter,Brescia,1,3,A,0,0,D,1.5,3.4,6.5,1.42,3.75,7.5,1.4,3.7,6.5,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.4,3.6,7.5,1.71,2,1.8,2,1.85,2,-1,1.85,2,-1,1.85,2.05,-1,T. Pieri,13,9,9,5,23,15,8,11,3,2,0,0,1.36,4.33,9,1.35,4.25,8.15,1.35,4.25,8,1.4,3.7
I1,29-02-2004,Juventus,Ancona,3,0,H,3,0,H,1.1,7,15,1.08,7.5,25,1.12,6.5,13,1.125,5.5,17,1.1,7,17,1.1,7,17,1.06,7.5,21,1.55,2.25,1.61,2.25,1.95,1.9,-2,1.9,1.95,-2,1.95,1.95,0,M. Mazzoleni,8,7,4,6,15,28,6,5,3,3,2,0,1.61,3.4,6,1.63,3.25,5.7,1.57,3.35,6,1.6,3.4
I1,29-02-2004,Lazio,Milan,0,1,A,0,0,D,2.625,3,2.75,2.6,3,2.6,2.6,2.8,2.6,2.625,2.875,2.5,2.5,3,2.6,2.5,3,2.6,2.6,2.8,2.6,1.85,1.85,2.05,1.75,1.8,2.05,0,1.9,1.95,0,1.925,1.975,0,D. Messina,10,13,5,4,28,21,4,9,3,3,1,0,1.83,3.1,4.75,1.8,3.1,4.6,1.83,3.1,4.33,1.85,3
I1,29-02-2004,Lecce,Modena,1,0,H,1,0,H,1.909,3.1,3.75,1.87,3,4.25,1.9,2.8,4,1.909,2.875,4,2,3,3.5,2,3,3.5,1.9,2.87,4,1.9,1.79,2.1,1.7,1.87,1.76,-0.5,2,1.85,-0.5,2,1.9,-0.5,G. Paparesta,22,5,11,3,24,22,9,2,1,2,0,0,1.44,4,7.5,1.47,3.5,7.5,1.45,3.7,7,1.45,3.6
I1,29-02-2004,Parma,Roma,1,4,A,1,1,D,3.1,3,2.2,3.5,3.05,2.05,3.2,2.9,2.1,3,3,2.2,3.25,3,2.1,3.25,3,2.1,3.1,2.87,2.2,1.85,1.85,2.1,1.7,1.63,2.05,0.5,1.8,2.05,0.5,2.05,1.85,0.25,A. De Marco,14,0,6,0,24,17,14,0,1,2,0,0,1.14,6.5,21,1.12,6.9,17,1.12,6.5,19,1.12,6
I1,29-02-2004,Perugia,Bologna,4,2,H,1,0,H,2.375,3,2.75,2.5,3,2.7,1.9,3,3.6,2.5,2.75,2.75,2.5,2.87,2.75,2.5,2.87,2.75,2.5,2.75,2.8,1.95,1.75,1.95,1.85,2.05,1.8,-0.25,2,1.85,-0.25,2.1,1.8,-0.25,N. Rizzoli,10,5,3,1,23,28,5,5,2,0,0,2,1.57,3.4,7,1.57,3.25,6.5,1.55,3.3,6.5,1.55,3.4
I1,29-02-2004,Sampdoria,Chievo,1,0,H,0,0,D,1.909,3.2,3.6,1.92,3.15,3.75,2,2.7,3.6,1.833,3.2,3.75,2,3,3.5,2,3,3.5,2,2.87,3.6,1.85,1.85,2,1.8,1.8,2.05,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25,M. De Santis,10,10,6,5,21,25,1,11,4,3,1,1,2.5,2.87,3,2.5,2.8,2.9,2.5,2.85,2.85,2.4,2.8
I1,06-03-2004,Brescia,Juventus,2,3,A,2,0,H,4.5,3.2,1.833,4,3.25,1.85,3.4,2.9,2,4,2.875,1.909,3.75,3.1,1.91,3.75,3.1,1.9,4,2.87,1.9,1.85,1.85,1.95,1.85,1.79,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5,R. Rosetti,8,7,5,2,21,20,8,5,1,2,0,0,2.75,2.87,2.75,2.75,2.85,2.6,2.75,2.85,2.6,2.8,2.8
I1,06-03-2004,Modena,Parma,2,2,D,1,1,D,2.5,3,2.6,2.5,3,2.7,2.7,2.9,2.4,2.5,2.875,2.625,2.5,2.88,2.75,2.5,2.87,2.75,2.6,2.8,2.6,2,1.71,2.05,1.75,2.05,1.8,-0.25,1.75,2.1,0,2.1,1.8,-0.25,E. Morganti,8,17,3,10,21,22,2,10,3,1,0,0,7,3.4,1.57,6.05,3.25,1.6,6,3.35,1.57,5.2,3.4
I1,07-03-2004,Ancona,Reggina,1,1,D,1,1,D,2.875,3,2.3,3,3,2.3,,,,2.75,3,2.375,2.88,2.88,2.38,2.87,2.87,2.37,3.2,3,2.1,2.05,1.65,2.15,1.66,1.8,2.05,0.25,1.85,2,0.25,1.775,2.125,0.25,N. Ayroldi,8,10,3,7,16,21,4,4,2,1,1,0,2.75,2.87,2.75,2.75,2.9,2.55,2.75,2.85,2.6,2.6,2.9
I1,07-03-2004,Chievo,Empoli,0,0,D,0,0,D,1.727,3.2,4.5,1.8,3.25,4.25,1.8,3,4,1.8,3,4.333,1.73,3.2,4.5,1.75,3.2,4.33,1.72,3.1,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,1.95,1.9,-0.5,1.9,2,-0.5,M. De Santis,20,14,8,8,27,14,5,4,3,3,0,0,1.36,3.75,9,1.35,4.05,8.95,1.35,4,9,1.35,4
I1,07-03-2004,Lecce,Siena,0,0,D,0,0,D,1.8,3,4.333,1.8,3,4.75,1.75,2.9,4.6,1.833,3,4,1.85,3.1,4,1.85,3.1,4,1.8,2.9,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,P. Dondarini,12,7,5,4,14,21,11,1,1,4,0,0,1.66,3.2,5,1.65,3.25,5.5,1.65,3.25,5.25,1.7,3.2
I1,07-03-2004,Milan,Sampdoria,3,1,H,2,1,H,1.4,4,9,1.35,4.1,8.5,1.35,3.8,7.5,1.364,3.75,8,1.33,4,8.5,1.33,4,8.5,1.36,3.75,8,1.95,1.75,1.9,1.9,1.75,2.1,-1,1.85,2,-1,1.8,2.1,-1,S. Racalbuto,9,8,4,6,24,27,0,3,2,1,0,0,7,3.6,1.44,8.15,3.75,1.41,7.5,3.6,1.45,6.3,3.5
I1,07-03-2004,Roma,Inter,4,1,H,1,0,H,1.8,3.3,4.5,1.78,3.2,4.5,1.85,3,3.8,1.727,3.2,4.333,1.67,3.2,5,1.7,3.2,4.75,1.72,3.2,4.33,1.75,1.95,1.95,1.85,1.78,1.87,-0.5,1.85,2,-0.5,1.8,2.1,-0.5,N. Stefanini,13,8,7,5,19,20,4,5,0,4,0,0,1.72,3,5,1.75,2.95,5.4,1.7,3.15,5,1.7,3.2
I1,07-03-2004,Udinese,Perugia,1,1,D,0,0,D,1.667,3.2,5,1.65,3.25,5.35,1.75,3,4.4,1.667,3.25,4.5,1.67,3.2,5,1.66,3.2,5,1.61,3.1,5.5,1.85,1.85,1.95,1.85,2.1,1.75,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75,P. Rodomonti,14,5,8,4,24,24,5,2,2,3,0,0,2.1,3,3.25,2.2,3,3.25,2.1,3,3.4,2.2,2.9
I1,13-03-2004,Empoli,Lecce,0,0,D,0,0,D,2.2,3,3.1,2.25,2.9,3.25,2,2.8,3.6,2.2,3,3,2.25,3,3,2.25,3,3,2.25,2.8,3.1,2,1.71,2,1.8,1.92,1.92,-0.25,1.9,1.95,-0.25,1.875,2.025,-0.25,M. Trefoloni,7,13,3,6,25,18,1,6,2,3,1,0,7,3.75,1.4,8.4,4.15,1.35,8,3.8,1.4,7,3.6
I1,13-03-2004,Sampdoria,Bologna,3,2,H,2,1,H,1.833,3.1,4,1.9,3,4.2,1.8,2.8,4.4,1.909,2.875,4,1.91,3.1,3.75,1.91,3.1,3.75,1.83,3,4,1.9,1.79,2.1,1.7,1.9,1.75,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,D. Tombolini,11,9,8,5,14,18,9,4,5,2,0,0,2,3,3.5,1.95,2.95,4.1,2,2.9,3.9,2,2.9
I1,14-03-2004,Inter,Chievo,0,0,D,0,0,D,1.667,3.4,5.5,1.63,3.25,5.5,1.65,3.2,4.6,1.615,3.25,5,1.67,3.2,5,1.67,3.2,5,1.57,3.3,5.5,1.71,2,1.95,1.85,1.63,2.04,-0.5,1.85,2,-0.5,1.85,2.05,-0.5,D. Messina,17,5,10,2,11,13,4,6,0,2,0,0,1.61,3.4,5,1.65,3.3,5.35,1.65,3.3,5.25,1.6,3.4
I1,14-03-2004,Juventus,Milan,1,3,A,0,1,A,2.5,3,2.875,2.6,2.85,2.75,2.3,2.8,2.9,2.25,3,2.875,2.62,2.88,2.62,2.5,2.88,2.75,2.5,2.75,2.8,1.9,1.79,2.05,1.75,2.6,1.43,-0.5,1.95,1.9,0,1.95,1.95,0,P. Tagliavento,11,4,7,2,30,23,10,5,1,3,0,0,2.6,2.87,2.6,2.7,2.9,2.6,2.8,2.9,2.5,2.8,2.8
I1,14-03-2004,Lazio,Udinese,2,2,D,2,1,H,1.667,3.75,5,1.7,3.25,5,1.6,3.3,4.8,1.615,3.25,5,1.62,3.4,5,1.62,3.4,5,1.66,3.1,5,1.75,1.95,1.9,1.9,1.95,1.9,-0.75,1.95,1.9,-0.75,1.925,1.975,-0.75,M. Saccani,5,10,3,2,23,19,5,5,5,2,0,0,2.87,3,2.3,3.05,2.95,2.3,2.9,2.9,2.4,2.8,2.9
I1,14-03-2004,Parma,Brescia,2,2,D,1,1,D,1.833,3.1,4,1.9,3,4.2,1.85,3,3.8,1.909,3,3.75,1.91,3.1,3.75,1.91,3.1,3.75,1.83,2.87,4.33,1.85,1.85,2,1.8,1.9,1.75,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,M. Trefoloni,7,19,4,10,29,14,5,7,5,2,0,0,3.6,3.1,2.1,3.4,3.05,2.1,3.5,2.95,2.1,3.1,3
I1,14-03-2004,Perugia,Modena,1,1,D,0,1,A,2,3,3.5,1.85,3,4.5,1.85,2.8,4.2,1.909,2.875,4,2,3,3.6,2,3,3.6,2,2.8,3.75,1.85,1.85,1.95,1.85,1.85,1.8,-0.5,2,1.85,-0.5,2.1,1.8,-0.5,T. Pieri,10,7,6,5,16,27,11,4,4,0,0,0,1.9,3,4.5,1.9,2.95,4.35,1.9,2.9,4.3,1.9,2.9
I1,14-03-2004,Reggina,Roma,0,0,D,0,0,D,5,3.4,1.615,5.85,3.35,1.6,4.6,3.2,1.65,5.5,2.875,1.667,5,3.2,1.67,5,3.2,1.67,5.5,3.1,1.61,1.85,1.85,2,1.8,2.05,1.8,0.75,1.95,1.9,0.75,2.025,1.875,0.75,G. Paparesta,9,8,7,3,14,21,6,6,4,1,0,0,1.8,3.2,4.75,1.78,3.15,4.6,1.8,3.1,4.5,1.8,3
I1,14-03-2004,Siena,Ancona,3,2,H,3,1,H,1.444,3.6,7,1.42,4,7,1.4,3.7,6.5,1.5,3.25,6.5,1.44,3.6,7,1.44,3.6,7,1.4,3.5,8,1.85,1.85,1.95,1.85,2.05,1.8,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25,N. Rizzoli,14,6,9,1,25,24,3,3,1,3,0,0,1.3,4.5,12,1.29,4.5,10,1.3,4.5,9,1.3,4.4
I1,20-03-2004,Milan,Parma,3,1,H,1,0,H,1.4,4,9,1.4,3.9,7.75,1.45,3.6,5.8,1.364,3.75,8,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8,1.77,1.95,1.8,2,1.92,1.92,-1,1.95,1.9,-1,1.925,1.975,-1,S. Racalbuto,21,0,11,0,16,24,6,5,2,1,0,0,1.33,4.33,10,1.34,4.2,8.75,1.35,4,9,1.35,4
I1,20-03-2004,Udinese,Juventus,0,0,D,0,0,D,3.25,3,2.3,3,3,2.3,2.9,2.8,2.3,3.2,2.8,2.2,3,3,2.25,3,3,2.25,2.9,2.9,2.3,1.9,1.79,2,1.8,1.77,2.1,0.25,1.8,2.05,0.25,1.825,2.075,0.25,A. Dattilo,17,2,8,1,18,17,12,5,1,3,0,1,1.25,5,13,1.2,5.55,11.5,1.23,5,12,1.22,4.8
I1,21-03-2004,Ancona,Inter,0,2,A,0,0,D,5.5,3.4,1.571,6.5,3.55,1.5,5.8,3.6,1.45,5.5,3.25,1.571,5.5,3.5,1.53,5.5,3.5,1.53,7,3.2,1.5,1.79,1.95,1.95,1.85,2,1.85,1,2,1.85,1,2.025,1.875,1,M. Saccani,8,13,2,7,18,27,4,9,1,1,0,0,3.6,3.1,2.1,3.35,3.1,2.1,3.5,3,2.1,3.3,3
I1,21-03-2004,Bologna,Brescia,3,0,H,1,0,H,2.2,3,3.4,2.15,2.9,3.45,2.1,2.7,3.5,2.1,2.625,3.75,2.2,2.88,3.2,2.2,2.87,3.2,2.2,2.75,3.25,1.85,1.85,2,1.8,1.85,2,-0.25,1.85,2,-0.25,1.95,1.95,-0.25,R. Rosetti,8,7,5,3,17,18,4,3,5,1,0,1,1.83,3,5,1.8,3,4.75,1.8,3.1,4.5,1.8,2.9
I1,21-03-2004,Chievo,Siena,1,1,D,0,0,D,1.8,3,4.333,1.85,3,4.4,1.9,2.7,4.2,1.8,2.875,4.5,1.8,3,4.5,1.8,3,4.5,1.83,2.87,4.33,1.9,1.79,2.05,1.75,2.15,1.73,-0.75,2.1,1.75,-0.75,1.8,2.1,-0.5,D. Messina,5,8,2,4,1,2,2,7,2,4,0,0,2.5,2.87,3,2.45,2.8,3,2.4,2.85,3,2.4,2.9
I1,21-03-2004,Empoli,Sampdoria,1,1,D,0,1,A,2.5,2.875,2.75,2.5,2.8,2.9,2.4,2.7,2.9,2.375,2.75,3,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.75,2.8,2.05,1.65,2.2,1.65,1.77,2.1,0,1.8,2.05,0,1.85,2.05,0,P. Bertini,10,11,4,5,20,37,4,6,2,2,0,0,1.44,4,7.5,1.42,3.8,7.65,1.44,3.6,8,1.45,3.6
I1,21-03-2004,Lecce,Perugia,1,2,A,0,1,A,2,3,3.5,2.15,2.85,3.5,2.1,2.7,3.5,2,2.875,3.6,2,3,3.5,2,3,3.5,1.9,2.87,4,1.9,1.8,2.05,1.75,1.83,2.05,-0.25,1.8,2.05,-0.25,1.775,2.125,-0.25,S. Farina,8,3,6,1,15,18,6,0,0,1,0,0,2.4,2.87,3.2,2.37,2.8,3.15,2.4,2.85,3,2.55,2.85
I1,21-03-2004,Modena,Reggina,1,2,A,0,2,A,2,3,3.5,2.1,2.8,3.7,2.1,2.7,3.5,2,2.6,4.333,2.1,2.88,3.4,2.1,2.87,3.4,2.1,2.8,3.4,2.05,1.65,2.1,1.7,2.1,1.59,-0.5,2.1,1.75,-0.5,1.8,2.1,-0.25,E. Morganti,13,8,6,5,25,18,5,7,1,4,0,1,2.3,3,3.25,2.35,2.85,3.1,2.2,3,3.2,2.3,2.8
I1,25-03-2004,Bologna,Lazio,2,1,H,1,1,D,2.87,3,2.25,2.87,3,2.25,2.9,2.7,2.4,2.62,2.88,2.5,2.8,3,2.38,2.75,3,2.38,3.1,2.87,2.2,2,1.71,,,1.5,2.3,0.5,1.85,2,0.25,1.8,2.1,0.25,M. Trefoloni,9,10,5,4,22,20,4,7,2,2,0,0,3,3,2.4,3,2.95,2.35,2.95,2.95,2.35,2.9,2.8
I1,28-03-2004,Brescia,Ancona,5,2,H,3,2,H,1.3,4.333,8.5,1.33,4.2,10.5,1.3,4.2,8,1.364,3.6,9,1.33,4.2,8,1.33,4.2,8,1.2,5,11,1.79,1.9,1.8,2,1.92,1.92,-1.5,,,,2,1.9,-1.5,L. Palanca,12,5,5,2,48,20,10,0,0,2,0,0,1.16,6.5,15,1.15,6.5,13.75,1.17,6,13,1.2,5
I1,28-03-2004,Juventus,Modena,3,1,H,0,0,D,1.286,4.5,8.5,1.3,4.25,12,1.3,4.2,8,1.3,4,10,1.25,4.75,10,1.25,4.75,10,1.16,5.5,12,1.79,1.9,1.85,1.95,2,1.85,-1.5,2,1.85,-1.5,2,1.9,-1.5,M. Bergonzi,13,10,5,5,28,22,3,1,2,2,1,0,2.1,3,3.75,2.1,3.05,3.4,2.15,2.9,3.4,2.2,2.9
I1,28-03-2004,Milan,Chievo,2,2,D,0,2,A,1.286,4.5,8.5,1.33,4.2,10.5,1.3,4.2,8,1.222,5,10,1.3,4.33,8.5,1.3,4.33,8.5,1.22,5,9.5,1.85,1.85,1.85,1.95,1.8,2.05,-1.25,1.8,2.05,-1.25,1.8,2.1,-1.25,A. Giannoccaro,10,5,6,2,15,20,0,7,0,0,0,0,2.1,3,3.75,2.05,2.9,3.75,2.15,2.9,3.5,2.1,2.7
I1,28-03-2004,Parma,Empoli,4,0,H,1,0,H,1.727,3,5,1.76,3.2,4.85,1.7,3,4.6,1.727,2.875,5,1.7,3.1,5,1.7,3.1,5,1.66,3.1,5,1.95,1.75,2,1.8,1.76,1.93,-0.5,1.8,2.05,-0.5,1.825,2.075,-0.5,N. Stefanini,15,3,11,2,13,15,6,2,0,2,0,0,1.16,6,19,1.17,5.7,14.5,1.15,6,15,1.17,5.4
I1,28-03-2004,Perugia,Lazio,1,2,A,0,1,A,3,3,2.25,3.15,2.95,2.25,3.1,2.8,2.2,2.875,3,2.25,3,3,2.25,3,3,2.25,3.2,2.8,2.2,1.95,1.75,2,1.8,1.52,2.25,0.5,1.85,2,0.25,1.875,2.025,0.25,G. Rocchi,8,8,5,2,26,14,2,5,3,2,0,1,2.2,2.87,3.6,2.15,2.9,3.45,2.25,2.9,3.2,2.3,2.8
I1,28-03-2004,Reggina,Inter,0,2,A,0,1,A,3.2,2.875,2.2,3.2,3.15,2.2,3.1,2.8,2.2,2.875,3,2.25,3.25,3,2.1,3.25,3,2.1,3.3,2.87,2.1,2,1.71,2.1,1.7,1.95,1.9,0.25,1.95,1.9,0.25,2,1.9,0.25,O. Girardi,19,6,12,5,24,21,7,1,2,3,1,1,1.4,4.33,7.5,1.35,4.1,8.75,1.37,4,8,1.37,3.8
I1,28-03-2004,Roma,Bologna,1,2,A,1,1,D,1.364,4.333,9,1.33,4.2,10.5,1.25,4.5,9,1.364,3.75,8,1.3,4.33,8.5,1.3,4.33,8.5,1.25,4.5,10,1.85,1.85,1.9,1.9,1.95,1.9,-1.25,1.95,1.9,-1.25,1.925,1.975,-1.25,P. Mazzoleni,14,7,3,4,18,21,5,4,0,3,0,0,1.72,3.1,5.5,1.7,3.15,5.2,1.77,3,5,1.85,3
